TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2
1326.012429,0.00560096,70957,7145.789063,11.34379101,2160.921387,4.188965797,8054.865723,13.43553829,0,NA,NA,NA,NA,1689.391006,0.001414204,1810.836842,0.001114556,-0.027315656,0.129392311
1326.013818,0.005600959,70958,7148.847168,11.35066223,2156.289063,4.187814713,8057.649902,13.4436779,0,NA,NA,NA,NA,1689.387761,0.001412985,1810.839957,0.001115111,-0.034431495,0.127760291
1326.015207,0.005600958,70959,7156.608398,11.34959126,2158.385986,4.187600613,8069.193848,13.44240856,0,NA,NA,NA,NA,1689.387392,0.001412213,1810.835657,0.001112947,-0.032364182,0.120944023
1326.016596,0.005600957,70960,7150.708984,11.36086178,2159.924316,4.194532394,8062.452148,13.45575809,0,NA,NA,NA,NA,1689.389394,0.001415018,1810.834636,0.001115563,-0.031294879,0.119803935
1326.017985,0.005600956,70961,7168.691895,11.3556118,2157.331299,4.189380169,8081.594727,13.44953823,0,NA,NA,NA,NA,1689.386467,0.001411516,1810.84062,0.001112652,-0.029174142,0.128910288
1326.019374,0.005600955,70962,7143.131836,11.35901165,2167.519775,4.199230671,8051.581055,13.4535656,0,NA,NA,NA,NA,1689.391778,0.001416629,1810.83279,0.00111876,-0.022650942,0.121062636
1326.020763,0.005600954,70963,7148.968262,11.3573246,2169.60376,4.195545197,8059.958984,13.45156765,0,NA,NA,NA,NA,1689.385662,0.001415091,1810.838251,0.00111394,-0.038425036,0.121831194
1326.022151,0.005600953,70964,7160.912598,11.35836506,2169.67749,4.194619179,8071.55957,13.45280075,0,NA,NA,NA,NA,1689.392425,0.001412953,1810.837138,0.001113327,-0.025314663,0.127405643
1326.02354,0.005600952,70965,7149.5625,11.35996532,2171.411621,4.208961487,8060.54248,13.45469666,0,NA,NA,NA,NA,1689.395875,0.001413838,1810.838236,0.001115178,-0.025496742,0.130249798
1326.024929,0.005600951,70966,7149.523926,11.36077309,2176.906738,4.202666759,8057.217285,13.45565224,0,NA,NA,NA,NA,1689.387041,0.001415722,1810.838798,0.001115381,-0.030062981,0.127098054
1326.026318,0.00560095,70967,7155.661621,11.36436844,2176.111328,4.200847149,8064.591797,13.45991135,0,NA,NA,NA,NA,1689.386595,0.001413393,1810.839292,0.001114261,-0.034143761,0.122867376
1326.027707,0.005600949,70968,7138.641602,11.3661375,2187.874268,4.215038776,8045.651367,13.46200657,0,NA,NA,NA,NA,1689.393385,0.001416335,1810.832902,0.00111798,-0.02843282,0.121886246
1326.029096,0.005600948,70969,7159.82959,11.36548805,2178.82373,4.20279026,8071.467285,13.46123695,0,NA,NA,NA,NA,1689.390815,0.001415562,1810.839694,0.0011126,-0.02981779,0.126253277
